sentence_id,score,sentence,question,answer
749,0.8311311602592468,if the breakdowns already preprogrammed,What is the breakdown of the breakdowns already preprogrammed?,if the breakdowns already preprogrammed
750,0.8310441374778748,e.g. a mangled mangled mangled mangled ,What is a mangled mangled mangled mangled mangled ,e.g. a mangled mangled mangled mangled 
751,0.8310324549674988,public class implements void hello Systemoutprintln Hello public class C extends implements,What is the name of the public class implemented?,void hello Systemoutprintln
752,0.8307232856750488,a wide range of questions are asked to be answered.,What is the answer to a wide range of questions?,asked to be answered
753,0.8303166627883911,effective tools perform functions every part of Abstraction01 process,What is the purpose of the Abstraction01 process?,effective tools perform functions
754,0.8302371501922607,Performance source systems affected bit,What were the components of performance source systems affected bit?,bit
755,0.8302371501922607,Performance source systems affected bit,What were the components of performance source systems affected bit?,bit
756,0.8302055597305298,"Using the e-mail server, you can easily send and receive emails from your friends and",What is the name of the server that allows you to send and receive emails from friends and family?,e-mail server
757,0.8302025198936462,Infrastructure costs also low,What is the cost of infrastructure costs?,low
758,0.8301897048950195,second phase consists recon ciling duplicates periodically automatic algorithms manual verication,What is the second phase of the second phase?,ciling duplicates periodically automatic algorithms manual verication
759,0.8300868272781372,Take analysis involving four dimensions store product promotion time,What is the store product promotion time?,four dimensions
760,0.8300561308860779,means invoking join CompletableFuture returned allOf method provides easy way wait,What is the method that provides easy way wait?,allOf
761,0.8299603462219238,Europe was a major source of cellular alternative.,What was Europe's main source of cellular alternative?,Europe
762,0.8299540281295776,i.e. combination techniques environment,What is the environment for combination techniques?,environment
763,0.829937756061554,search techniques available browse information catalogs,What is the name of the information catalogs available?,search techniques
764,0.829899251461029,Trigger programs automatically red designated data items updated deleted,What program automatically redeactivates designated data items updated deleted?,Trigger programs
765,0.8298673033714294,must determine place database objects physical storage,What must determine place database objects physical storage?,must determine place database objects physical storage
766,0.8298099637031555,Conversion Units Measurements,What is the measurement of Conversion Units?,Conversion Units Measurements
767,0.8297978043556213,SecondOrder Effect Increased demand functions provided new technology,What was the result of the increase in demand functions?,new technology
768,0.8297648429870605,information operational system shows users well enterprise running day-day business,What is the information operational system that shows users well enterprise running day-day business?,information operational system
769,0.8297234177589417,st s s s s s s s s ,What is st s s s s s s s ,st s s s s s s s s 
770,0.829677939414978,preferred use explicit return statement follows String return Iron Man,What is the return statement that follows String return Iron Man?,explicit
771,0.8295651078224182,Eclipse5 vendors specialize in data visualization products industry,What are Eclipse5 vendors that specialize in?,data visualization products industry
772,0.8295143246650696,p1 p1 p2 p1 p2 p1 p,What is the name of the two types of p2 p2 p2 p,p1 p1
773,0.8293565511703491,theory eight cores able process data eight times fast using one core work parallel,How many cores can process data eight times faster using one core work parallel?,eight
774,0.8293042778968811,a number of operations are also specialized accordingly.,What is the name of the operation that is specialized accordingly?,operations
